Ticker,ISIN,Name,Trading Region,Industry,Sector,Total Employees (FY),Market Cap,Enterprise Value,Price (1D Ago),Market Value,Shrs Out,Shares Out,Common Shares Outstanding (FY),Total Assets (FY),Total Liabilities (FY),Total Capital (FY),Total Equity (FY),Leverage Ratio % (FY),Total Debt (FY),Cash And Equivalents (FY),Total Debt / Equity (FY),Total Liabilities / Total Assets (FY),Return on Assets (ROA) % (FY),Return on Capital (ROC) % (FY),Return on Common Equity (ROCE) % (FY),Total Debt to Capital % (FY),Return On Equity % (FY),Total Revenues (FY),Gross Profit (FY),Operating Income (FY),Net Income - (IS) (FY),P/E (LTM),P/TBV (LTM),Book Value / Share (FY),EPS 5Y Fwd Growth (NTM),ROA - Est High (FY5E),ROE - Est High (FY5E),EV/Sales (EST FY5),EV/EBIT (EST FY6),Total Equity/CAGR (5Y FY),Total Assets/CAGR (5Y FY),Net Income/CAGR (5Y FY),Unit
SBRY,GB00B019KW72,J Sainsbury plc,Europe,Consumer Staples Distribution and Retail,Consumer Staples,148498,7605.05,13370.46,2.602,3.25,2341496937,,2340.51,31718.37,23025.91,16981.18,8692.46,,8288.72,2514.84,0.9536,0.7259,0.0342,0.063,0.0194,0.4881,0.0194,41386.64,3780.49,1774.44,173.39,45,1,3.71,0.0452,0.02,0.065,0.3,8.5,,-0.022,-0.0593,GBP
YAR,NO0010208051,Yara International ASA,Europe,Chemicals,Materials,17513,7282.09,11309.45,308.3,28.59,254725627,,254.73,16027,8457,11800,7570,,4230,539,0.5588,0.5277,0.0152,0.021,0.0059,0.3585,0.0067,15431,3336,414,48,,1.1,29.65,0.1379,,,0.7,,,-0.0077,-0.213,NOK
HELN,CH0466642201,Helvetia Holding AG,Europe,Insurance,Financials,13812,7090.64,8500.99,120.8,134.18,52844119,,52.84,70404.84,65511.13,7725.78,4893.71,,2832.07,2250.56,0.5787,0.9305,0.0046,0.0407,0.0814,0.3666,0.072,10970.3,1667.97,511.13,336.71,21.5,3.4,75.09,,,,,,,0.0035,-0.0812,CHF
G1A,DE0006602006,GEA Group Aktiengesellschaft,Europe,Machinery,Industrials,18773,7081.84,6798.09,38.94,42.23,167695641,,170.88,6573.47,3926.39,2930.46,2647.08,,283.39,688.77,0.1071,0.5973,0.0539,0.1207,0.173,0.0967,0.173,5932.32,2026.36,565.82,433.61,16.4,11.5,15.49,0.0659,0.081,0.195,1,8.5,,0.0081,0.282,EUR
GFC,FR0010040865,Gecina,Europe,Office REITs,Real Estate,473,7077.27,13959.63,90.7,95.78,73888235,,73.88,19484.16,7782.39,18941.64,11701.77,,7239.88,158.66,0.6187,0.3994,0.0163,0.0168,-0.1531,0.3822,-0.1534,885.83,654.44,552.84,-1973.04,,0.6,158.14,0.0516,,,,,,-0.0218,,EUR
TEL2B,SE0005190238,Tele2 AB (publ),Europe,Wireless Telecommunication Services,Communication Services,4485,6879.33,9603.07,105.85,9.94,691933077,,,6550.82,4291.81,5410.21,2259.01,,3151.2,162.04,1.395,0.6552,0.0524,0.0632,0.1606,0.5825,0.1606,2885.64,1180.38,556.32,370.39,20,,3.27,0.0641,0.061,0.265,3.1,12,,-0.0438,0.3433,SEK
TEP,FR0000051807,Teleperformance SE,Europe,Professional Services,Industrials,360980,6463.62,11349.1,100.7,108.52,59562163,,60.71,12976.37,8298.74,10685.58,4677.63,,6007.95,973.72,1.2844,0.6395,0.0632,0.0777,0.1524,0.5622,0.1523,9213.18,2880.66,1152.57,664.61,9.7,,76.95,0.1227,,,,,,0.1483,0.1405,EUR
LEG,DE000LEG1110,LEG Immobilien SE,Europe,Real Estate Management and Development,Real Estate,1878,6079.38,15827.88,74.36,81.64,74470000,,74.11,21311.11,13044.16,18617.8,8266.95,,10350.85,306.36,1.2521,0.6121,0.0176,0.0202,-0.1899,0.556,-0.1888,1512.14,688.01,631.82,-1731.84,,0.7,111.18,-0.0041,,,,,,0.1151,,EUR
WDP,BE0974349814,Warehouses De Pauw SA,Europe,Industrial REITs,Real Estate,123,6073.96,8849.03,25.04,27.14,223797576,,219.43,7807.78,2817.08,7619.34,4990.69,,2628.65,14.38,0.5267,0.3608,0.0269,0.0277,0.0051,0.345,0.0058,441.41,378.6,335.6,24.62,30.9,1.2,22.35,0.0556,,,,,,0.1522,-0.4162,EUR
RF,FR0000121121,Eurazeo SE,Europe,Financial Services,Financials,,5860.64,6974.56,74.2,79.62,73604565,,73.6,10782,1558.67,10261.5,9223.33,,1038.17,129.65,0.1126,0.1446,0.0035,0.0042,0.2503,0.1012,0.2102,447.06,342.6,89.73,2014.04,2.8,0.7,121.52,,,,,,,-0.0422,0.4936,EUR
SK,FR0000121709,SEB SA,Europe,Household Durables,Consumer Discretionary,31338,5821.98,8039.77,102.4,105.74,55061363,,55.06,10214.73,6394.13,7453.3,3820.6,,3632.7,1581.03,0.9508,0.626,0.0473,0.0643,0.1213,0.4874,0.1272,8838.6,965.22,767.06,426.36,13.7,,64.13,,,,0.7,,,0.0551,-0.0162,EUR
BDEV,GB0000811801,Barratt Developments plc,Europe,Household Durables,Consumer Discretionary,6728,5791.86,4902.28,4.718,5.98,969316386,,969.59,10164.71,3057.54,7424.15,7107.17,,316.98,1611.7,0.0446,0.3008,0.0666,0.0921,0.0945,0.0427,0.0945,6757.93,1441.52,1097.62,673.46,21.1,1,7.33,-0.1737,0.057,0.09,0.6,4.2,,0.0293,-0.0462,GBP
ADEN,CH0012138605,Adecco Group AG,Europe,Professional Services,Industrials,38000,5562.87,9001.78,30.02,33.2,167555416,,167.56,13722.68,9747.18,8118.79,3975.49,,4143.3,613.82,1.0422,0.7103,0.0363,0.0619,0.0869,0.5103,0.0873,26448.44,5485.76,822.48,358.8,16.8,,23.69,0.1209,,,0.3,,,0.0505,-0.0663,CHF
OCI,NL0010558797,OCI N.V.,Europe,Chemicals,Materials,4102,5152.86,8613.16,23.27,24.45,210714820,,210.71,8974.5,7024.1,4250.1,1950.4,,2299.7,156.9,1.1791,0.7827,-0.0254,-0.0406,-0.4803,0.5411,-0.151,1962.6,-163.1,-381.6,-392,,5.9,4.4,-0.268,,0.01,3.9,43.5,,0.0416,,EUR
TEMN,CH0012453913,Temenos AG,Europe,Software,Information Technology,6594,4960.41,5530.92,61,68.43,72493808,,72.49,2326.84,1644.86,1446.66,681.98,,764.68,106.89,1.1213,0.7069,0.0547,0.087,0.2137,0.5286,0.2137,1000.22,709.09,199.38,134.68,36.6,,9.41,0.0859,,,3.5,,,0.0713,-0.0435,CHF
HUSQB,SE0001662230,Husqvarna AB (publ),Europe,Machinery,Industrials,12757,4601.73,6168.26,86.58,8.04,571518581,,,5712.97,3355.59,4067.6,2357.38,,1710.22,151.43,0.7255,0.5874,0.0516,0.0724,0.0911,0.4204,0.0911,5281.69,1670.95,488.1,215.88,26.6,7.1,4.12,-0.018,,,,,,0.0833,0.1243,SEK
SCCO,US84265V1052,Southern Copper Corporation,United States and Canada,Metals and Mining,Materials,15810,84153.99,89649.29,108.79,107.73,781156476,,781.15,16725.3,9244.1,14511.2,7481.2,,7030,1151.5,0.9397,0.5527,0.1541,0.1761,0.3129,0.4845,0.3116,9895.8,5323.5,4192.3,2425.2,35.8,11.4,9.5,0.228,,,,,,0.032,0.0947,USD
BBCA,ID1000109507,PT Bank Central Asia Tbk,Asia / Pacific,Banks,Financials,27273,73292.99,,9500,0.59,1.23E+11,,123275.05,91459.28,75705.99,,15753.29,,230.58,2064,,,0.0357,,0.2099,,0.2099,6343.63,6216,3908.79,3159.21,23.2,5.2,0.13,0.0882,,,,,0.0983,0.1129,0.1347,IDR
333,CNE100001QQ5,Midea Group Co. Ltd.,Asia / Pacific,Household Durables,Consumer Discretionary,198613,60513.75,58149.66,64.1,8.82,6861749026,,,68477.3,43920.45,35078.55,24556.86,,10521.7,11506.92,0.4285,0.6414,0.0488,0.0946,0.2201,0.2999,0.2069,52415.95,13856.91,4995.11,4750.76,12.6,3.5,3.32,0.11,0.079,0.179,0.9,8.7,,0.1301,0.1076,CNY
500510,INE018A01030,Larsen & Toubro Limited,Asia / Pacific,Construction and Engineering,Industrials,54303,58719.07,68769.44,3605.85,42.72,1374668619,,1374.67,40759.3,28452.12,26267.22,12307.18,,13960.05,1435.16,1.1343,0.6981,0.0446,0.0674,0.1476,0.5315,0.1499,27025.35,10077.92,2868.7,1567.25,38.2,8,7.54,0.2288,,,,,,0.0406,0.0796,INR
ITUB3,BRITUBACNOR4,Itaú Unibanco Holding S.A.,Latin America and Caribbean,Banks,Financials,,53821.47,,27.96,5.1,9802082195,,4958.29,524231.62,483199.69,,41031.93,,178741.93,8365.73,,,0.0139,,0.185,,0.1801,25669.64,25669.64,8559.5,6824.23,8.2,1.7,4,0.0999,0.015,0.206,,,0.0576,0.1037,0.0586,BRL
BMRI,ID1000095003,PT Bank Mandiri (Persero) Tbk,Asia / Pacific,Banks,Financials,38965,34148.42,,5850,0.37,93333333333,,,141219.76,122546.41,,18673.35,,12529.17,4092.34,,,0.0288,,0.2245,,0.2225,8278.42,8157.4,4852.36,3576.26,9.8,2.3,0.18,0.0826,,,,,0.0922,0.1258,0.1709,IDR
2714,CNE100001RQ3,Muyuan Foods Co. Ltd.,Asia / Pacific,Food Products,Consumer Staples,131276,32234.67,43755.25,43.2,5.94,5423482468,,,27530.3,17099.37,23177.59,10430.93,,12746.66,2737.34,1.222,0.6211,-0.0028,-0.0033,-0.0633,0.55,-0.0514,15619.03,456.97,-120.55,-600.65,,3.9,1.66,,0.077,0.156,1.9,,,0.4562,,CNY
2020,KYG040111059,ANTA Sports Products Limited,Asia / Pacific,Textiles Apparel and Luxury Goods,Consumer Discretionary,60500,27640.55,25860.31,77.9,9.76,2832623500,,2832.62,12993.89,5102.71,10915.92,7891.18,,3024.74,2145.45,0.3833,0.3927,0.1187,0.1421,0.2384,0.2771,0.2403,8785.26,5498.61,2159.97,1442.14,19.2,4,2.56,0.1695,0.162,0.232,1.8,7,,0.3049,0.2006,HKD
500228,INE019A01038,JSW Steel Limited,Asia / Pacific,Metals and Mining,Materials,,27492.7,36808.54,919.4,11.3,2432589945,,2437.15,27386.47,17812.4,20134.39,9574.07,,10560.32,1481.91,1.103,0.6504,0.0571,0.0792,0.1229,0.5245,0.1222,21002.8,6984.81,2407.92,1057.54,26,3.1,3.82,0.2095,,,,,,0.1471,0.029,INR
601985,CNE1000022N7,China National Nuclear Power Co. Ltd.,Asia / Pacific,Independent Power and Renewable Electricity Producers,Utilities,18574,27045.15,81647.7,10.55,1.43,18883284867,,,75976.68,53040.27,69080.83,22936.4,,46144.43,1377.02,2.0118,0.6981,0.0368,0.0405,0.1183,0.668,0.1249,10560.62,4680.8,4164.6,1496.78,18.5,2.3,0.67,0.08,,,,,,0.1076,0.1753,CNY
601766,CNE100000CP9,CRRC Corporation Limited,Asia / Pacific,Machinery,Industrials,154292,26690.73,23589.19,7.2,0.99,28698864088,,4371.07,66470.14,38782.22,31633.48,27687.92,,3945.56,7879.88,0.1425,0.5835,0.0191,0.0394,0.0741,0.1247,0.0752,33004.81,7295.06,1969.28,1650.03,15.2,1.3,0.79,,,,,,,0.057,0.0071,CNY
2303,TW0002303005,United Microelectronics Corporation,Asia / Pacific,Semiconductors and Semiconductor Equipment,Information Technology,,21691.86,19946.02,56.4,1.73,12528588907,,12529.82,17804.97,6608.24,13808.16,11196.72,,2611.44,4317.99,0.2332,0.3711,0.0672,0.09,0.1793,0.1891,0.1805,7249.1,2532.54,1877.07,1944.39,12.6,1.9,0.89,0.0033,0.128,0.191,1.8,,,0.0843,0.5071,TWD
1060,SA0007879089,Saudi Awwal Bank,Africa / Middle East,Banks,Financials,4195,21177.52,,38.3,10.31,2054794522,,2054.79,95152.65,78637.73,,16514.92,,4700.03,2721.03,,,0.0209,,0.1244,,0.1202,3241.11,3241.11,2143.73,1868.25,11,1.6,7.52,0.061,0.02,0.136,,,0.137,0.1535,0.2086,SAR
300999,CNE1000048D3,Yihai Kerry Arawana Holdings Co. Ltd,Asia / Pacific,Food Products,Consumer Staples,34510,20706.54,25087.87,28.13,3.82,5421591536,,,33601.96,20081.59,29851.49,13520.37,,16331.12,8354.18,1.2079,0.5976,0.0041,0.0045,0.0316,0.5471,0.0294,35436.86,1694.6,212.94,401.22,51.9,2.1,2.38,0.3221,,,,,,0.0708,-0.111,CNY
600188,CNE000000WV6,Yankuang Energy Group Company Limited,Asia / Pacific,Oil Gas and Consumable Fuels,Energy,79242,19654.61,34090.92,22.48,3.09,8570859540,,9082.19,49913.8,33241.91,30704.86,16671.88,,14032.97,5297.01,0.8417,0.666,0.0652,0.1062,0.2334,0.457,0.2037,21136.81,8584.32,5380.07,2837.43,9.1,,0.87,-0.0984,,,,,,0.1171,0.1879,CNY
PKN,PLPKN0000018,Orlen S.A.,Europe,Oil Gas and Consumable Fuels,Energy,66554,19470.2,22690.61,67.27,16.78,1160007149,,1160.01,67147.4,28212.9,45517.63,38934.5,,6583.13,3375.95,0.1691,0.4202,0.1003,0.165,0.1406,0.1446,0.1399,94747.99,15484.33,11777.95,5256.34,5.5,0.6,33.32,,,,0.4,4.8,,0.3272,0.3006,PLN
PKO,PLPKO0000016,Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna,Europe,Banks,Financials,,19432.66,,62.26,15.55,1250000000,,937.5,127472.74,115977.18,,11495.56,,8856.72,7953.64,,,0.0118,,0.1359,,0.136,4423.15,4423.15,2169.64,1398.47,12.7,1.8,9.2,,,,,,0.0295,0.0911,0.0802,PLN
300124,CNE100000V46,Shenzhen Inovance Technology Co.Ltd,Asia / Pacific,Machinery,Industrials,23685,18885.22,18317.98,51.89,7.06,2675737468,,,6897.57,3375.21,4129.93,3522.36,,607.57,1195.7,0.1725,0.4893,0.0594,0.0963,0.2141,0.1471,0.2117,4285.82,1409.46,590.62,668.08,28.3,6.1,1.28,0.1985,0.125,0.234,1.7,,,0.3651,0.3237,CNY
SBK,ZAE000109815,Standard Bank Group Limited,Africa / Middle East,Banks,Financials,50451,18404.63,,206.96,11.11,1657134469,,1657.07,167608.56,152468.96,,15139.6,,7616.49,2544.24,,,0.0169,,0.1814,,0.1878,8821.56,8821.56,3458.35,2513.41,7.7,1.4,8.42,,,,,,0.0683,0.0759,0.1028,ZAR
300274,CNE1000018M7,Sungrow Power Supply Co. Ltd.,Asia / Pacific,Electrical Equipment,Industrials,13697,17876.74,16806.21,64.18,8.72,2050099338,,,11676.37,7526.56,5393.92,4149.81,,1244.11,2540.31,0.2998,0.6446,0.0984,0.2172,0.4071,0.2307,0.3907,10179.31,2914.07,1602.15,1329.93,13.1,4.5,1.9,0.14,0.066,0.143,0.9,,,0.3499,0.6343,CNY
BANKBARODA,INE028A01039,Bank of Baroda Limited,Asia / Pacific,Banks,Financials,75515,17340.11,,280.95,3.35,5171362179,,5171.36,198593.15,184104.1,,14489.05,,12236.3,5716.29,,,0.0119,,0.167,,0.1664,7217.05,7217.05,3097.2,2252.31,7.7,1.2,2.78,0.0834,,,,,0.1689,0.1509,0.7636,INR
PBBANK,MYL1295OO004,Public Bank Berhad,Asia / Pacific,Banks,Financials,19827,16451.48,,4.01,0.85,19410691735,,19410.69,111258.36,98973.24,,12285.12,,3360.12,2082.7,,,0.0133,,0.1268,,0.1233,2821.5,2821.5,1859.5,1448.87,11.8,1.5,0.61,0.0854,,,,,0.0602,0.04,0.0353,MYR
511243,INE121A01024,Cholamandalam Investment and Finance Company Limited,Asia / Pacific,Consumer Finance,Financials,,14517.62,,1429.85,17.28,840191842,,840.09,18804.23,16452.81,18512.41,2351.42,,16160.99,527.3,6.8729,0.875,0.0253,,0.2015,0.873,0.2015,1031.05,1031.05,552.69,410.45,35.1,6.2,2.8,0.211,,,,,,0.222,0.2334,INR
2020,SA0007879139,SABIC Agri-Nutrients Company,Africa / Middle East,Chemicals,Materials,,14318.76,11782.49,111.6,30.08,476035404,,476.04,6751.03,1735.34,5072.26,5015.69,,56.57,1131.78,0.0113,0.257,0.0869,0.1131,0.1945,0.0112,0.1943,2943.74,1218.97,970.79,976.35,15.3,2.9,9.94,0.0808,,,,,,0.2163,0.1605,SAR
511218,INE721A01013,Shriram Finance Limited,Asia / Pacific,Consumer Finance,Financials,74645,13265.09,,2987.4,35.3,375792810,,375.69,29794.86,23833.06,24089.87,5961.79,,18128.08,1340.87,3.0407,0.7999,0.0322,,0.1593,0.7525,0.1583,1902.32,1849.35,1195.34,884.05,15,2.4,15.64,0.1487,,,,,,0.1869,0.2339,INR
ALDAR,AEA002001013,Aldar Properties PJSC,Africa / Middle East,Real Estate Management and Development,Real Estate,,13035.18,15015.14,5.99,1.66,7862629603,,7862.63,19835.58,9440.26,13936.21,10395.32,,3540.89,3190.26,0.3406,0.4759,0.0353,0.049,0.1211,0.2541,0.1214,3855.31,1480.95,1030.27,1067.83,10.9,1.7,1.08,0.2142,,,,,,0.1358,0.1614,AED
2938,CNE100003GF5,Avary Holding(Shenzhen)Co. Limited,Asia / Pacific,Electronic Equipment Instruments and Components,Information Technology,41786,12653.55,11522.9,40.47,5.48,2309090916,,,5956.52,1775.59,4777.26,4180.93,,596.33,1537.39,0.1426,0.2981,0.0485,0.0604,0.1142,0.1248,0.1141,4517.74,941.06,442.84,463.09,27,3.2,1.81,0.067,,,,,,0.091,0.0347,CNY
A042700,KR7042700005,HANMI Semiconductor Co. Ltd.,Asia / Pacific,Semiconductors and Semiconductor Equipment,Information Technology,,12088.93,11986.38,173700,125.3,96479702,,96.82,558.66,117.27,442.25,441.39,,0.86,138.72,0.002,0.2099,0.0366,0.0448,0.5554,0.0019,0.5554,122.72,61.13,26.68,206.2,80.2,26.3,4.56,,,,,,,0.2409,0.4023,KRW
IHH,MYL5225OO007,IHH Healthcare Berhad,Asia / Pacific,Health Care Providers and Services,Health Care,,11719.08,14017.67,6.27,1.33,8807037463,,8806.99,10936.78,3885.89,9242.7,7050.89,,2191.81,518.41,0.3109,0.3553,0.0526,0.0629,0.1068,0.2371,0.1102,4561.66,1539.52,904.23,643.21,23.8,4.6,0.72,0.0424,,,,,,0.022,0.3629,MYR
2736,CNE100001WS9,Guosen Securities Co. Ltd.,Asia / Pacific,Capital Markets,Financials,12027,11704.09,,8.86,1.22,9612429377,,,65225.87,49663.37,51558.38,15562.5,,35995.88,1137.84,2.313,0.7614,0.015,,0.0474,0.6982,0.0591,2439.01,1409.61,981.97,905.53,19.2,1,1.18,,,,,,,0.1693,0.1343,CNY
300014,CNE100000GS4,EVE Energy Co. Ltd.,Asia / Pacific,Electrical Equipment,Industrials,27339,11539.73,13526.7,41.13,5.65,2040763736,,,13293.6,7939.09,8458.75,5354.51,,3104.23,1480.21,0.5797,0.5972,0.0187,0.0291,0.1243,0.367,0.127,6873.06,1111.12,374.81,570.62,21.1,2.5,2.4,0.1138,,,,,,0.5656,0.4798,CNY
500490,INE118A01012,Bajaj Holdings & Investment Limited,Asia / Pacific,Financial Services,Financials,,11266.37,12283.51,8512.7,101.23,111293510,,111.27,7820.1,262.83,7564.78,7557.27,,7.51,6.48,0.001,0.0336,0.0163,0.0168,0.1477,0.001,0.1286,205.64,204.98,184.74,872.15,12.9,1.7,58.51,,,,,,,0.1926,0.1898,INR
RDOR3,BRRDORACNOR8,Rede D'Or São Luiz S.A.,Latin America and Caribbean,Health Care Providers and Services,Health Care,,11215.61,12749.58,26.39,4.97,2255118936,,2254.61,18623.07,13709.61,12946.58,4913.45,,8033.13,673.54,1.6349,0.7362,0.0386,0.0552,0.0928,0.6205,0.0908,9587.22,1560.78,1125.78,420.67,22.1,8.4,2.06,0.37,,,,,,0.3655,0.1177,BRL
1979,CNE100002FC6,China Merchants Shekou Industrial Zone Holdings Co. Ltd.,Asia / Pacific,Real Estate Management and Development,Real Estate,52485,10970.14,54769.53,9.06,1.21,9060836177,,,127998.61,86198.29,76901.93,41800.32,,35101.61,12439,0.8397,0.6734,0.0087,0.0146,0.0571,0.4564,0.0313,24656.59,3596.53,1767.86,890.34,12.9,0.8,1.53,-0.1043,,,,,,0.1649,-0.1614,CNY
1140,SA000A0D9HK3,Bank Albilad,Africa / Middle East,Banks,Financials,3787,10866.38,,32.6,8.69,1250000000,,1240,38180.9,34110,,4070.89,,920.08,1832.79,,,0.0174,,0.1653,,0.1653,1328.4,1328.4,704.61,632.04,16.5,2.6,3.28,0.13,,,,,0.1427,0.1421,0.3106,SAR
600926,CNE100002GQ4,Bank of Hangzhou Co. Ltd.,Asia / Pacific,Banks,Financials,13756,10574.06,,12.77,1.78,5930285813,,,259422.75,243742.79,,15679.96,,63245.46,6031.61,,,0.0083,,0.1442,,0.1371,3730.49,3730.49,2228.74,2026.45,6.1,0.8,2.24,0.144,,,,,0.1425,0.1486,0.2159,CNY
2207,TW0002207008,Hotai Motor Co.Ltd.,Asia / Pacific,Specialty Retail,Consumer Discretionary,,10483.62,19930.72,613,18.82,557102768,,557.1,15827.75,12555.93,13327.98,3271.82,,10056.16,753.89,3.0736,0.7933,0.0488,0.0589,0.4233,0.7545,0.3074,9074.82,1863.2,1133.85,744.6,14.2,5.2,3.87,,,,,,,0.162,0.1792,TWD
BIMAS,TREBIMM00018,BIM Birlesik Magazalar A.S.,Africa / Middle East,Consumer Staples Distribution and Retail,Consumer Staples,86647,10172.29,10729.45,559.5,17.04,597000000,,597,5014.34,2653.56,3116.93,2360.78,,756.15,122.09,0.3203,0.5292,0.0189,0.0305,0.2434,0.2426,0.2412,11117.87,1717.85,140.31,522.67,18.1,3.9,3.92,0.5405,,,0.3,,,0.753,0.6532,TRY
3045,TW0003045001,Taiwan Mobile Co. Ltd.,Asia / Pacific,Wireless Telecommunication Services,Communication Services,,9841.84,12768.38,106,3.25,3024509811,,3024.51,7914.66,4872.64,6524.75,3042.03,,3482.72,431.44,1.1449,0.6156,0.0503,0.0619,0.1644,0.5338,0.1725,5972.63,1132.39,571.53,399.83,24,,0.91,,,,,,,0.1047,-0.0209,TWD
3231,TW0003231007,Wistron Corporation,Asia / Pacific,Technology Hardware Storage and Peripherals,Information Technology,,9385.18,11745.62,106.5,3.27,2870631850,,2866.5,14736.82,10542.3,8514.06,4194.51,,4319.54,2450.71,1.0298,0.7154,0.0387,0.0652,0.1144,0.5073,0.1476,28244.74,2247.15,892.25,373.69,20.3,2.7,1.18,0.377,,,,,,0.0593,0.185,TWD
2688,KYG3066L1014,ENN Energy Holdings Limited,Asia / Pacific,Gas Utilities,Utilities,,9302.29,11951.29,66.3,8.27,1124486775,,1124.49,14530,7730.42,10034.94,6799.57,,3235.37,1365.07,0.4758,0.532,0.0549,0.0821,0.1669,0.3224,0.1648,16041.31,2020.06,1271.24,960.3,9.7,1.8,5.34,0.0728,0.073,0.127,0.6,5.1,,0.0689,0.1932,HKD
601238,CNE100001NQ2,Guangzhou Automobile Group Co. Ltd.,Asia / Pacific,Automobiles,Consumer Discretionary,96825,8964.51,8843.71,7.73,1.06,10486911038,,3098.62,30769.36,13242.83,21782.55,17526.53,,4256.02,6888.78,0.2428,0.4304,-0.0147,-0.0201,0.0387,0.1954,0.0303,18274.14,1340.38,-674.18,623.98,15.8,0.7,1.55,0.0657,0.0294,0.0574,0.4,,,0.1057,-0.1649,CNY
2912,TW0002912003,President Chain Store Corporation,Asia / Pacific,Consumer Staples Distribution and Retail,Consumer Staples,,8760.59,10709.66,274.5,8.43,1039622255,,1039.62,8383.36,6824.71,5224.04,1558.65,,3665.39,1593.9,2.3516,0.8141,0.035,0.0564,0.3408,0.7016,0.2708,10327.77,3523.75,447.93,412.44,26.1,8.6,1.19,,0.047,0.243,0.9,,,0.1505,0.044,TWD
SLM,ZAE000070660,Sanlam Limited,Africa / Middle East,Insurance,Financials,22320,8753.84,8353.55,80.2,4.25,2060600000,,2060.6,54149.4,48851.46,6205.04,5297.93,,907.11,1769.06,0.1712,0.9022,0.0592,0.5156,0.134,0.1462,0.1389,10500.79,6173.93,5152.67,791.53,14,2,2.35,,,,,,,0.0396,0.0448,ZAR
603986,CNE1000030S9,Giga Device Semiconductor Inc.,Asia / Pacific,Semiconductors and Semiconductor Equipment,Information Technology,1781,8643.25,7356.68,93.2,12.96,666906348,,,2318.43,176.99,2157.83,2141.45,,16.38,1023.68,0.0076,0.0763,0.0036,0.0039,0.0106,0.0076,0.0106,811.64,246.04,13.58,22.7,292,4.2,3.21,1.1234,,,,,,0.4189,-0.1683,CNY
601808,CNE100000759,China Oilfield Services Limited,Asia / Pacific,Energy Equipment and Services,Energy,15472,8517.09,10229.84,16.72,2.3,4771592000,,1811.12,11728.4,5774.99,8999.64,5953.41,,3046.23,921.28,0.5117,0.4924,0.0373,0.0475,0.0744,0.3385,0.0798,6214.41,985.5,675.26,424.53,19,1.5,1.23,0.1556,,,,,,0.0219,1.1174,CNY
2883,TW0002883006,China Development Financial Holding Corporation,Asia / Pacific,Insurance,Financials,13406,8507.62,,15.05,0.46,18414323005,,16834.58,118842.01,110276.29,,8565.73,,13189.93,2373.6,,,0.0053,,0.0861,,0.0803,1725.51,1725.51,696.91,617.07,10.5,1.1,0.48,,,,,,0.033,0.0607,0.1926,TWD
4938,TW0004938006,Pegatron Corporation,Asia / Pacific,Technology Hardware Storage and Peripherals,Information Technology,,8382.44,8187.77,102.5,3.15,2663979353,,2664.35,18146.76,10927.47,10421.62,7219.29,,3202.33,3183.32,0.4436,0.6022,0.0155,0.0276,0.0846,0.3073,0.0798,40940.24,1501.93,480.57,511.86,16.9,1.4,2.31,0.2172,,,,,,-0.0095,0.0717,TWD
RADL3,BRRADLACNOR0,Raia Drogasil S.A.,Latin America and Caribbean,Consumer Staples Distribution and Retail,Consumer Staples,57700,8265.28,9465.51,26.41,4.82,1715123861,,1714.38,4142.24,2899.57,2699.55,1242.67,,1456.88,85,1.1724,0.7,0.0705,0.107,0.1868,0.5397,0.1902,7003.32,2104.13,433.18,217.47,38.6,9.9,0.72,0.2432,,0.308,0.8,,,0.2227,0.1599,BRL
A009540,KR7009540006,HD Korea Shipbuilding & Offshore Engineering Co. Ltd.,Asia / Pacific,Machinery,Industrials,,8034.19,8950.01,157500,113.61,70714630,,70.71,24884.86,15337.6,12645.24,9547.26,,3097.98,2329.6,0.3245,0.6163,0.0057,0.0107,0.0226,0.245,0.0116,16436.44,803.38,217.02,171.12,19.6,1.1,108.09,,,,,,,0.0545,,KRW
600703,CNE000000KB3,Sanan Optoelectronics Co.Ltd,Asia / Pacific,Semiconductors and Semiconductor Equipment,Information Technology,15439,7956.21,8120.62,11.93,1.61,4951106213,,,8125.78,2729.27,6675.12,5396.51,,1278.61,1248.69,0.2369,0.3359,-0.0089,-0.0107,0.0096,0.1915,0.0096,1979.87,154.59,-116.22,51.64,230,1.8,1.11,,,,,,,0.1338,-0.3355,CNY
600377,CNE0000016S0,Jiangsu Expressway Company Limited,Asia / Pacific,Transportation Infrastructure,Industrials,4754,7923.99,12433.64,12.57,1.74,5037747500,,1222,11082.51,5321.78,10464.16,5760.73,,4703.43,121.47,0.8165,0.4802,0.0418,0.0444,0.1339,0.4495,0.1169,2140.38,790.22,740.57,621.78,12.9,,0.95,,,,,,,0.1031,0.0017,CNY
A090430,KR7090430000,Amorepacific Corporation,Asia / Pacific,Personal Care Products,Consumer Staples,,7777.09,7177.59,176000,126.96,68948429,,58.47,4543.22,782.46,4031.2,3760.76,,270.44,390.82,0.0719,0.1722,0.0116,0.0131,0.0315,0.0671,0.036,2835.57,1944.09,83.49,139,72.8,2.3,54.77,0.4319,,,,10,,0.0185,-0.1152,KRW
